KFR-XE1S,11/18/18 16:21,117.5,,,,TRUE,NaN,v3
KFR-XE1S,11/18/18 16:21,117.6,,,,TRUE,NaN,v3
KWR-XE1N,11/18/18 16:23,134,,,,TRUE,NaN,v3
KWR-XE1N,11/18/18 16:23,133.5,,,,TRUE,NaN,v3
KWR-XE1N,11/18/18 16:23,133.4,,,,TRUE,NaN,v3
KHR-XE2N,11/18/18 16:25,105,,,,TRUE,NaN,nm
KHR-XE2N,11/18/18 16:25,105.2,,,,TRUE,NaN,nm
KHR-XE2N,11/18/18 16:25,105.6,,,,TRUE,NaN,nm
KHR-XD2N,11/18/18 16:42,117,,,,TRUE,NaN,v3
KHR-XD2N,11/18/18 16:42,117,,,,TRUE,NaN,v3
KHR-XD2N,11/18/18 16:42,116.5,,,,TRUE,NaN,v3
KHT-XD3S,11/18/18 16:45,NaN,,,,FALSE,NaN,nw
KHT-XD6N,11/18/18 21:15,NaN,,,,FALSE,NaN,nw
KER-1,11/18/18 21:16,NaN,,,,FALSE,NaN,nw
EHR-1,6/2/19 8:01,58.5,,,,TRUE,NaN,nm
EHR-1,6/2/19 8:01,60.5,,,,TRUE,NaN,nm
EHR-1,6/2/19 8:01,58.5,,,,TRUE,NaN,nm
EER-1,6/2/19 8:07,80.7,,,,TRUE,NaN,nm
EER-1,6/2/19 8:07,81,,,,TRUE,NaN,nm
EER-1,6/2/19 8:07,81.5,,,,TRUE,NaN,nm
EWR-1,6/2/19 8:14,72.5,,,,TRUE,NaN,nm
EWR-1,6/2/19 8:14,73,,,,TRUE,NaN,nm
EWR-1,6/2/19 8:14,73,,,,TRUE,NaN,nm
EWT-1,6/2/19 10:20,21.5,,,,TRUE,NaN,nm
EWT-1,6/2/19 10:20,21.6,,,,TRUE,NaN,nm
EWT-1,6/2/19 10:20,21.6,,,,TRUE,NaN,nm
EHT-XA5S,6/2/19 10:34,32,,,,TRUE,NaN,nm
EHT-XA5S,6/2/19 10:34,33.5,,,,TRUE,NaN,nm
EHT-XA5S,6/2/19 10:34,34,,,,TRUE,NaN,nm
EHF-XA3S,6/2/19 11:55,65.5,,,,TRUE,NaN,nm
EHF-XA3S,6/2/19 11:55,65.5,,,,TRUE,NaN,nm
EHF-XA3S,6/2/19 11:55,65.7,,,,TRUE,NaN,nm
EWF-XA2S,6/2/19 11:55,NaN,,,,FALSE,NaN,nw
EET-1,6/2/19 18:40,57.5,,,,TRUE,NaN,nm
EET-1,6/2/19 18:40,57.5,,,,TRUE,NaN,nm
EET-1,6/2/19 18:40,57.5,,,,TRUE,NaN,nm
EEF-1,6/2/19 19:00,NaN,,,,FALSE,NaN,nw
EHT-XB5S,6/2/19 19:55,NaN,,,,TRUE,NaN,nm
KHT-XD6N,6/3/19 9:57,44.5,,,,TRUE,NaN,nm
KHT-XD6N,6/3/19 9:57,45.2,,,,TRUE,NaN,nm
KHT-XD6N,6/3/19 9:57,45,,,,TRUE,NaN,nm
KER-1,6/3/19 10:02,NaN,,,,TRUE,NaN,nm
KER-1,6/3/19 10:02,NaN,,,,TRUE,NaN,nm
KER-1,6/3/19 10:02,NaN,,,,TRUE,NaN,nm
KER-XD5N,6/3/19 10:02,34.7,,,,TRUE,NaN,nm
KER-XD5N,6/3/19 10:02,34.3,,,,TRUE,NaN,nm
KER-XD5N,6/3/19 10:02,34.2,,,,TRUE,NaN,nm
KHT-XE6S,6/3/19 11:39,39.6,,,,TRUE,NaN,nm
KHT-XE6S,6/3/19 11:39,40,,,,TRUE,NaN,nm
KHT-XE6S,6/3/19 11:39,39.7,,,,TRUE,NaN,nm
KHT-XE5S,6/3/19 11:43,58.5,,,,TRUE,NaN,nm
KHT-XE5S,6/3/19 11:43,58.5,,,,TRUE,NaN,nm
KHT-XE5S,6/3/19 11:43,58.6,,,,TRUE,NaN,nm
KER-XE3S,6/3/19 11:49,-8,,,,TRUE,NaN,nm
KER-XE3S,6/3/19 11:49,-6,,,,TRUE,NaN,nm
KER-XE3S,6/3/19 11:49,-6,,,,TRUE,NaN,nm
KHT-XE4S,6/3/19 11:49,73.5,,,,TRUE,NaN,nm
KHT-XE4S,6/3/19 11:49,73.5,,,,TRUE,NaN,nm
KHT-XE4S,6/3/19 11:49,73.5,,,,TRUE,NaN,nm
KWT-1,6/3/19 12:10,55.5,,,,TRUE,NaN,nm
KWT-1,6/3/19 12:10,56,,,,TRUE,NaN,nm
KWT-1,6/3/19 12:10,55.5,,,,TRUE,NaN,nm
KHF-XD4S,6/3/19 12:36,81.2,,,,TRUE,NaN,nm
KHF-XD4S,6/3/19 12:36,81,,,,TRUE,NaN,nm
KHF-XD4S,6/3/19 12:36,81,,,,TRUE,NaN,nm
KHR-XD1N,6/3/19 12:36,NaN,,,,TRUE,NaN,nm
KHR-XD1N,6/3/19 12:36,NaN,,,,TRUE,NaN,nm
KHR-XD1N,6/3/19 12:36,NaN,,,,TRUE,NaN,nm
KHR-XD2N,6/3/19 12:36,NaN,,,,FALSE,NaN,nw
KHT-XD3S,6/3/19 12:36,NaN,,,,FALSE,NaN,nw
KFF-XD6S,6/3/19 12:39,56,,,,TRUE,NaN,nm
KFF-XD6S,6/3/19 12:39,56,,,,TRUE,NaN,nm
KFF-XD6S,6/3/19 12:39,56.5,,,,TRUE,NaN,nm
KEF-1,6/3/19 12:50,50.8,,,,TRUE,NaN,nm
KEF-1,6/3/19 12:50,51.2,,,,TRUE,NaN,nm
KEF-1,6/3/19 12:50,51.4,,,,TRUE,NaN,nm
KHF-1,6/3/19 12:55,69,,,,TRUE,NaN,nm
KHF-1,6/3/19 12:55,68.5,,,,TRUE,NaN,nm
KHF-1,6/3/19 12:55,68.9,,,,TRUE,NaN,nm
KWF-1,6/3/19 13:16,66.5,,,,TRUE,NaN,nm
KWF-1,6/3/19 13:16,67,,,,TRUE,NaN,nm
KWF-1,6/3/19 13:16,65.8,,,,TRUE,NaN,nm
KWR-1,6/3/19 13:35,64.3,,,,TRUE,NaN,nm
KWR-1,6/3/19 13:35,64.3,,,,TRUE,NaN,nm
KWR-1,6/3/19 13:35,64.4,,,,TRUE,NaN,nm
KWR-1,6/17/19 6:55,65,,,,TRUE,NaN,nm
KWR-1,6/17/19 6:55,65,,,,TRUE,NaN,nm
KWR-1,6/17/19 6:55,65,,,,TRUE,NaN,nm
KWF-1,6/17/19 7:02,66,,,,TRUE,NaN,v4
KWF-1,6/17/19 7:02,65,,,,TRUE,NaN,v4
KWF-1,6/17/19 7:02,66,,,,TRUE,NaN,v4
KHF-1,6/17/19 7:12,47.3,,,,TRUE,NaN,v4
KHF-1,6/17/19 7:12,48,,,,TRUE,NaN,v4
KHF-1,6/17/19 7:12,48.7,,,,TRUE,NaN,v4
KEF-1,6/17/19 7:19,54.5,,,,TRUE,NaN,v4
KEF-1,6/17/19 7:19,55.5,,,,TRUE,NaN,v4
KEF-1,6/17/19 7:19,55,,,,TRUE,NaN,v4
KHT-XD3S,6/17/19 7:31,85.8,,,,TRUE,NaN,v4
KHT-XD3S,6/17/19 7:31,85,,,,TRUE,NaN,v4
KHT-XD3S,6/17/19 7:31,84.5,,,,TRUE,NaN,v4
KHF-XD4S,6/17/19 7:34,78,,,,TRUE,NaN,v4
KHF-XD4S,6/17/19 7:34,78.5,,,,TRUE,NaN,v4
KHF-XD4S,6/17/19 7:34,78.5,,,,TRUE,NaN,v4
KFF-XD6S,6/17/19 7:38,54.5,,,,TRUE,NaN,v4
KFF-XD6S,6/17/19 7:38,54.3,,,,TRUE,NaN,v4
KFF-XD6S,6/17/19 7:38,54.2,,,,TRUE,NaN,v4
KWT-1,6/17/19 7:52,54,,,,TRUE,NaN,v4
KWT-1,6/17/19 7:52,54.4,,,,TRUE,NaN,v4
KWT-1,6/17/19 7:52,54.5,,,,TRUE,NaN,v4
KFF-XE8S,6/17/19 7:59,95,,,,TRUE,NaN,v4
KFF-XE8S,6/17/19 7:59,95.7,,,,TRUE,NaN,v4
KFF-XE8S,6/17/19 7:59,96,,,,TRUE,NaN,v4
KHT-XE6S,6/17/19 8:03,38.3,,,,TRUE,NaN,v4
KHT-XE6S,6/17/19 8:03,38.4,,,,TRUE,NaN,v4
KHT-XE6S,6/17/19 8:03,38.5,,,,TRUE,NaN,v4
KHT-XE5S,6/17/19 8:06,57,,,,TRUE,NaN,v4
KHT-XE5S,6/17/19 8:06,56.2,,,,TRUE,NaN,v4
KHT-XE5S,6/17/19 8:06,56.5,,,,TRUE,NaN,v4
KHT-XE4S,6/17/19 8:09,71,,,,TRUE,NaN,v4
KHT-XE4S,6/17/19 8:09,71.2,,,,TRUE,NaN,v4
KHT-XE4S,6/17/19 8:09,71.4,,,,TRUE,NaN,v4
KER-XE3S,6/17/19 8:12,-2.8,,,,TRUE,NaN,nm
KER-XE3S,6/17/19 8:12,-4,,,,TRUE,NaN,nm
KER-XE3S,6/17/19 8:12,-9,,,,TRUE,NaN,nm
KFR-XE2S,6/17/19 8:13,55.2,,,,TRUE,NaN,v4
KFR-XE2S,6/17/19 8:13,55.3,,,,TRUE,NaN,v4
KFR-XE2S,6/17/19 8:13,55.5,,,,TRUE,NaN,v4
KFR-XE1S,6/17/19 8:17,78.5,,,,TRUE,NaN,v4
KFR-XE1S,6/17/19 8:17,79,,,,TRUE,NaN,v4
KFR-XE1S,6/17/19 8:17,79.5,,,,TRUE,NaN,v4
KWR-XE1N,6/17/19 8:25,82,,,,TRUE,NaN,nm
KWR-XE1N,6/17/19 8:25,82,,,,TRUE,NaN,v4
KWR-XE1N,6/17/19 8:25,82,,,,TRUE,NaN,v4
KER-1,6/17/19 8:42,72.6,,,,TRUE,NaN,v4
KER-1,6/17/19 8:42,71.5,,,,TRUE,NaN,v4
KER-1,6/17/19 8:42,72.5,,,,TRUE,NaN,v4
KER-XD5N,6/17/19 8:42,31,,,,TRUE,NaN,v4
KER-XD5N,6/17/19 8:42,31.2,,,,TRUE,NaN,v4
KER-XD5N,6/17/19 8:42,31.5,,,,TRUE,NaN,v4
KHR-XD1N,6/17/19 8:43,65,,,,TRUE,NaN,nm
KHR-XD1N,6/17/19 8:43,65,,,,TRUE,NaN,nm
KHR-XD1N,6/17/19 8:43,65,,,,TRUE,NaN,nm
KHT-XD6N,6/17/19 8:51,52,,,,TRUE,NaN,v4
KHT-XD6N,6/17/19 8:51,52,,,,TRUE,NaN,v4
KHT-XD6N,6/17/19 8:51,51.5,,,,TRUE,NaN,v4
EHR-1,6/18/19 7:30,60.2,,,,TRUE,NaN,v4
EHR-1,6/18/19 7:30,61,,,,TRUE,NaN,v4
EHR-1,6/18/19 7:30,60.4,,,,TRUE,NaN,v4
EER-1,6/18/19 7:36,89,,,,TRUE,NaN,v4
EER-1,6/18/19 7:36,90,,,,TRUE,NaN,v4
EER-1,6/18/19 7:36,89.4,,,,TRUE,NaN,v4
EWR-1,6/18/19 7:40,80,,,,TRUE,NaN,nm
EWR-1,6/18/19 7:40,79.5,,,,TRUE,NaN,nm
EWR-1,6/18/19 7:40,79.8,,,,TRUE,NaN,nm
EFF-XA2N,6/18/19 7:52,45,,,,TRUE,NaN,v4
EFF-XA2N,6/18/19 7:52,46,,,,TRUE,NaN,v4
EFF-XA2N,6/18/19 7:52,48,,,,TRUE,NaN,v4
EFF-XA1N,6/18/19 7:56,117.5,,,,TRUE,NaN,v4
EFF-XA1N,6/18/19 7:56,116,,,,TRUE,NaN,v4
EFF-XA1N,6/18/19 7:56,118,,,,TRUE,NaN,v4
EWF-XA2S,6/18/19 8:04,109,,,,TRUE,NaN,v3
EWF-XA2S,6/18/19 8:04,108.5,,,,TRUE,NaN,v3
EWF-XA2S,6/18/19 8:04,109.5,,,,TRUE,NaN,v3
EHF-XA3S,6/18/19 8:07,66.8,,,,TRUE,NaN,v3
EHF-XA3S,6/18/19 8:07,66,,,,TRUE,NaN,v4
EHF-XA3S,6/18/19 8:07,66,,,,TRUE,NaN,v4
EHT-XA5S,6/18/19 8:22,35.4,,,,TRUE,NaN,v3
EHT-XA5S,6/18/19 8:22,36.2,,,,TRUE,NaN,v3
EHT-XA5S,6/18/19 8:22,36.3,,,,TRUE,NaN,v3
EWT-1,6/18/19 8:30,NaN,,,,FALSE,TRUE,nw
EEF-1,6/18/19 8:55,61,,,,TRUE,NaN,nm
EEF-1,6/18/19 8:55,61.2,,,,TRUE,NaN,nm
EEF-1,6/18/19 8:55,60.9,,,,TRUE,NaN,nm
EET-1,6/18/19 9:00,84,,,,TRUE,NaN,v3
EET-1,6/18/19 9:00,83.4,,,,TRUE,NaN,v3
EET-1,6/18/19 9:00,84.2,,,,TRUE,NaN,v3
KHT-XD6N,7/5/19 7:21,99.8,,,,TRUE,NaN,v5
KHT-XD6N,7/5/19 7:21,100.7,,,,TRUE,NaN,v5
KHT-XD6N,7/5/19 7:21,100.5,,,,TRUE,NaN,v5
KER-XD5N,7/5/19 7:24,39.6,,,,TRUE,NaN,v5
KER-XD5N,7/5/19 7:24,40,,,,TRUE,NaN,v5
KER-XD5N,7/5/19 7:24,39.8,,,,TRUE,NaN,v5
KHR-1,7/5/19 7:26,65,,,,TRUE,NaN,v5
KHR-1,7/5/19 7:26,65.4,,,,TRUE,NaN,v5
KHR-1,7/5/19 7:26,65.5,,,,TRUE,NaN,v5
KHR-XD1N,7/5/19 7:30,101,,,,TRUE,NaN,v5
KHR-XD1N,7/5/19 7:30,102,,,,TRUE,NaN,v5
KHR-XD1N,7/5/19 7:30,102,,,,TRUE,NaN,v5
KER-1,7/5/19 7:34,81.5,,,,TRUE,NaN,v5
KER-1,7/5/19 7:34,80.8,,,,TRUE,NaN,v5
KER-1,7/5/19 7:34,81.4,,,,TRUE,NaN,v5
KWR-XE1N,7/5/19 7:43,107.5,,,,TRUE,NaN,v5
KWR-XE1N,7/5/19 7:43,108.2,,,,TRUE,NaN,v5
KWR-XE1N,7/5/19 7:43,108.2,,,,TRUE,NaN,v5
KFR-XE1S,7/5/19 7:46,106.7,,,,TRUE,NaN,v5
KFR-XE1S,7/5/19 7:46,106.6,,,,TRUE,NaN,v5
KFR-XE1S,7/5/19 7:46,107,,,,TRUE,NaN,v5
KFR-XE2S,7/5/19 7:49,60.7,,,,TRUE,NaN,v5
KFR-XE2S,7/5/19 7:49,61.5,,,,TRUE,NaN,v5
KFR-XE2S,7/5/19 7:49,61.5,,,,TRUE,NaN,v5
KER-XE3S,7/5/19 7:52,-2.5,,,,TRUE,NaN,nm
KER-XE3S,7/5/19 7:52,-3,,,,TRUE,NaN,nm
KER-XE3S,7/5/19 7:52,-4,,,,TRUE,NaN,nm
KHT-XE4S,7/5/19 7:53,75.6,,,,TRUE,NaN,v5
KHT-XE4S,7/5/19 7:53,76.1,,,,TRUE,NaN,v5
KHT-XE4S,7/5/19 7:53,76,,,,TRUE,NaN,v5
KHT-XE5S,7/5/19 7:56,70.3,,,,TRUE,TRUE,v5
KHT-XE5S,7/5/19 7:56,70.7,,,,TRUE,TRUE,v5
KHT-XE5S,7/5/19 7:56,70.9,,,,TRUE,TRUE,v5
KHT-XE6S,7/5/19 7:59,43,,,,TRUE,NaN,v5
KHT-XE6S,7/5/19 7:59,43,,,,TRUE,NaN,v5
KHT-XE6S,7/5/19 7:59,43.5,,,,TRUE,NaN,v5
KFF-XE8S,7/5/19 8:05,109.5,,,,TRUE,NaN,v5
KFF-XE8S,7/5/19 8:05,110,,,,TRUE,NaN,v5
KFF-XE8S,7/5/19 8:05,110.2,,,,TRUE,NaN,v5
KWT-1,7/5/19 8:09,57.5,,,,TRUE,TRUE,v5
KWT-1,7/5/19 8:09,57.8,,,,TRUE,NaN,v5
KWT-1,7/5/19 8:09,57.9,,,,TRUE,NaN,v5
KFF-XD6S,7/5/19 8:19,70,,,,TRUE,NaN,v5
KFF-XD6S,7/5/19 8:19,70.3,,,,TRUE,NaN,v5
KFF-XD6S,7/5/19 8:19,70.4,,,,TRUE,NaN,v5
KHF-XD4S,7/5/19 8:22,139,,,,TRUE,NaN,v5
KHF-XD4S,7/5/19 8:22,139,,,,TRUE,NaN,v5
KHF-XD4S,7/5/19 8:22,139,,,,TRUE,NaN,v5
KHT-XD3S,7/5/19 8:27,130,,,,TRUE,NaN,v5
KHT-XD3S,7/5/19 8:27,129.5,,,,TRUE,NaN,v5
KHT-XD3S,7/5/19 8:27,129.5,,,,TRUE,NaN,v5
KRH-XD1S,7/5/19 8:28,105.3,,,,TRUE,NaN,v5
KRH-XD1S,7/5/19 8:28,105.3,,,,TRUE,NaN,v5
KRH-XD1S,7/5/19 8:28,105.2,,,,TRUE,NaN,v5
KEF-1,7/5/19 8:37,50,,,,TRUE,TRUE,v5
KEF-1,7/5/19 8:37,50.2,,,,TRUE,TRUE,v5
KEF-1,7/5/19 8:37,50.7,,,,TRUE,TRUE,v5
KWF-1,7/5/19 8:39,91,,,,TRUE,TRUE,v5
KWF-1,7/5/19 8:39,91.5,,,,TRUE,NaN,v5
KWF-1,7/5/19 8:39,91.5,,,,TRUE,NaN,v5
KHF-1,7/5/19 8:42,83.8,,,,TRUE,NaN,v5
KHF-1,7/5/19 8:42,83.3,,,,TRUE,NaN,v5
KHF-1,7/5/19 8:42,82.5,,,,TRUE,NaN,v5
KWR-1,7/5/19 8:48,74.9,,,,TRUE,NaN,v5
KWR-1,7/5/19 8:48,75,,,,TRUE,NaN,v5
KWR-1,7/5/19 8:48,75.6,,,,TRUE,NaN,v5
EHR-1,7/6/19 8:12,87.5,,,,TRUE,NaN,v5
EHR-1,7/6/19 8:12,88.4,,,,TRUE,NaN,v5
EHR-1,7/6/19 8:12,88.5,,,,TRUE,NaN,v5
EER-1,7/6/19 8:15,107.4,,,,TRUE,NaN,v5
EER-1,7/6/19 8:15,108,,,,TRUE,NaN,v5
EER-1,7/6/19 8:15,110,,,,TRUE,NaN,v5
EER-1,7/6/19 8:15,108.5,,,,TRUE,NaN,v5
EWR-1,7/6/19 8:21,89,,,,TRUE,NaN,v5
EWR-1,7/6/19 8:21,86,,,,TRUE,NaN,v5
EWR-1,7/6/19 8:21,86,,,,TRUE,NaN,v5
EWR-1,7/6/19 8:21,83.5,,,,TRUE,NaN,v5
EWR-1,7/6/19 8:21,84.5,,,,TRUE,NaN,v5
EWR-1,7/6/19 8:21,84,,,,TRUE,NaN,v5
EFF-XA2N,7/6/19 8:29,58.7,,,,TRUE,NaN,v5
EFF-XA2N,7/6/19 8:29,58.5,,,,TRUE,NaN,v5
EFF-XA2N,7/6/19 8:29,58.8,,,,TRUE,NaN,v5
EFF-XA1N,7/6/19 8:31,139.5,,,,TRUE,NaN,v5
EFF-XA1N,7/6/19 8:31,139.8,,,,TRUE,NaN,v5
EFF-XA1N,7/6/19 8:31,140.4,,,,TRUE,NaN,v5
EWF-XA2S,7/6/19 8:40,113,,,,TRUE,NaN,v5
EWF-XA2S,7/6/19 8:40,113.2,,,,TRUE,NaN,v5
EWF-XA2S,7/6/19 8:40,113.5,,,,TRUE,NaN,v5
EHF-XA3S,7/6/19 8:41,69.8,,,,TRUE,NaN,v5
EHF-XA3S,7/6/19 8:41,69,,,,TRUE,NaN,v5
EHF-XA3S,7/6/19 8:41,68.5,,,,TRUE,NaN,v5
EET-2,7/6/19 8:44,92,,,,TRUE,NaN,v5
EET-2,7/6/19 8:44,92.7,,,,TRUE,NaN,v5
EET-2,7/6/19 8:44,92.9,,,,TRUE,NaN,v5
EHT-XA5S,7/6/19 8:46,89.8,,,,TRUE,TRUE,v5
EHT-XA5S,7/6/19 8:46,90.6,,,,TRUE,NaN,v5
EHT-XA5S,7/6/19 8:46,90.5,,,,TRUE,NaN,v5
EWT-1,7/6/19 8:52,129.5,,,,TRUE,TRUE,v5
EWT-1,7/6/19 8:52,130.5,,,,TRUE,NaN,v5
EWT-1,7/6/19 8:52,131.4,,,,TRUE,NaN,v5
EWT-1,7/6/19 8:52,130.9,,,,TRUE,NaN,v5
EEF-1,7/6/19 9:01,74.5,,,,TRUE,NaN,v5
EEF-1,7/6/19 9:01,74.2,,,,TRUE,NaN,v5
EEF-1,7/6/19 9:01,74.6,,,,TRUE,NaN,v5
EET-XB4S,7/6/19 9:15,125.4,,,,TRUE,NaN,v5
EET-XB4S,7/6/19 9:15,125.4,,,,TRUE,NaN,v5
EET-XB4S,7/6/19 9:15,125.5,,,,TRUE,NaN,v5
EFR-XB3S,7/6/19 9:17,134.6,,,,TRUE,TRUE,v5
EFR-XB3S,7/6/19 9:17,133.6,,,,TRUE,NaN,v5
EFR-XB3S,7/6/19 9:17,134,,,,TRUE,NaN,v5
EFR-XB3S,7/6/19 9:17,134,,,,TRUE,NaN,v5
EFR-XB2S,7/6/19 9:19,NaN,,,,FALSE,NaN,nw
EFR-XB2S,7/6/19 9:19,NaN,,,,FALSE,NaN,nw
EFR-XB2S,7/6/19 9:19,NaN,,,,FALSE,NaN,nw
EFF-XB7S,7/6/19 9:20,52,,,,TRUE,NaN,v5
EFF-XB7S,7/6/19 9:20,52.1,,,,TRUE,NaN,v5
EFF-XB7S,7/6/19 9:20,52.4,,,,TRUE,NaN,v5
EFR-XB1S,7/6/19 9:22,122.6,,,,TRUE,NaN,v5
EFR-XB1S,7/6/19 9:22,123.3,,,,TRUE,NaN,v5
EFR-XB1S,7/6/19 9:22,123.6,,,,TRUE,NaN,v5
EHR-XB1N,7/6/19 9:24,122.6,,,,TRUE,TRUE,v5
EHR-XB1N,7/6/19 9:24,122.5,,,,TRUE,NaN,v5
EHR-XB1N,7/6/19 9:24,123,,,,TRUE,NaN,v5
EFR-XB2N,7/6/19 9:26,48,,,,TRUE,TRUE,v5
EFR-XB2N,7/6/19 9:26,48.3,,,,TRUE,NaN,v5
EFR-XB2N,7/6/19 9:26,48.3,,,,TRUE,NaN,v5
EFR-XB3N,7/6/19 9:27,74.9,,,,TRUE,TRUE,v5
EFR-XB3N,7/6/19 9:27,75.2,,,,TRUE,NaN,v5
EFR-XB3N,7/6/19 9:27,75.5,,,,TRUE,NaN,v5
EWR-XB4N,7/6/19 9:28,67.5,,,,TRUE,TRUE,v5
EWR-XB4N,7/6/19 9:28,67,,,,TRUE,NaN,v5
EWR-XB4N,7/6/19 9:28,67.2,,,,TRUE,NaN,v5
LHT-1,7/7/19 8:59,82.9,,,,TRUE,NaN,v5
LHT-1,7/7/19 8:59,82,,,,TRUE,NaN,v5
LHT-1,7/7/19 8:59,81.5,,,,TRUE,NaN,v5
LET-1,7/7/19 9:00,64.5,,,,TRUE,NaN,v5
LET-1,7/7/19 9:00,64.6,,,,TRUE,NaN,v5
LET-1,7/7/19 9:00,64.6,,,,TRUE,NaN,v5
LWT-1,7/7/19 9:02,73.2,,,,TRUE,NaN,v5
LWT-1,7/7/19 9:02,73.4,,,,TRUE,NaN,v5
LWT-1,7/7/19 9:02,73.7,,,,TRUE,NaN,v5
KWR-1,7/26/19 5:55,91.7,,,,TRUE,NaN,v.070919
KWR-1,7/26/19 5:55,92,,,,TRUE,NaN,v.070919
KWR-1,7/26/19 5:55,93,,,,TRUE,NaN,v.070919
KWF-1,7/26/19 5:59,102.2,,,,TRUE,NaN,v.070919
KWF-1,7/26/19 5:59,102.3,,,,TRUE,NaN,v.070919
KWF-1,7/26/19 5:59,102.4,,,,TRUE,NaN,v.070919
KFF-XD6S,7/26/19 6:12,128.8,,,,TRUE,NaN,v.070919
KFF-XD6S,7/26/19 6:12,129.8,,,,TRUE,NaN,v.070919
KFF-XD6S,7/26/19 6:12,130.2,,,,TRUE,NaN,v.070919
KHF-XD4S,7/26/19 6:12,NaN,,,,FALSE,NaN,nw
KHT-XD3S,7/26/19 6:12,NaN,,,,FALSE,NaN,nw
KFF-XE8S,7/26/19 6:20,138,,,,TRUE,NaN,v.070919
KFF-XE8S,7/26/19 6:20,139,,,,TRUE,NaN,v.070919
KFF-XE8S,7/26/19 6:20,139.6,,,,TRUE,NaN,v.070919
KET-1,7/26/19 6:25,27.2,,,,TRUE,NaN,v.070919
KET-1,7/26/19 6:25,27.5,,,,TRUE,NaN,v.070919
KET-1,7/26/19 6:25,27.8,,,,TRUE,NaN,v.070919
KER-XE3S,7/26/19 6:33,-4,,,,TRUE,NaN,nm
KER-XE3S,7/26/19 6:33,-2,,,,TRUE,NaN,nm
KER-XE3S,7/26/19 6:33,-4,,,,TRUE,NaN,nm
KFR-XE2S,7/26/19 6:34,62.4,,,,TRUE,NaN,v.070919
KFR-XE2S,7/26/19 6:34,62.4,,,,TRUE,NaN,v.070919
KFR-XE2S,7/26/19 6:34,62.5,,,,TRUE,NaN,v.070919
KFR-XE1S,7/26/19 6:35,116.6,,,,TRUE,NaN,v.070919
KFR-XE1S,7/26/19 6:35,116.6,,,,TRUE,NaN,v.070919
KFR-XE1S,7/26/19 6:35,117,,,,TRUE,NaN,v.070919
KHT-XE4S,7/26/19 6:36,116.4,,,,TRUE,NaN,v.070919
KHT-XE4S,7/26/19 6:36,116.5,,,,TRUE,NaN,v.070919
KHT-XE4S,7/26/19 6:36,117,,,,TRUE,NaN,v.070919
KWR-XE1N,7/26/19 6:36,123.5,,,,TRUE,NaN,v.070919
KWR-XE1N,7/26/19 6:36,123.9,,,,TRUE,NaN,v.070919
KWR-XE1N,7/26/19 6:36,124.2,,,,TRUE,NaN,v.070919
KER-1,7/26/19 6:46,83.9,,,,TRUE,TRUE,v.070919
KER-1,7/26/19 6:46,83.7,,,,TRUE,NaN,v.070919
KER-1,7/26/19 6:46,83.9,,,,TRUE,NaN,v.070919
KHT-XE6S,7/26/19 6:47,104.5,,,,TRUE,NaN,v.070919
KHT-XE6S,7/26/19 6:47,104.7,,,,TRUE,NaN,v.070919
KHT-XE6S,7/26/19 6:47,104.5,,,,TRUE,NaN,v.070919
LHT-1,7/26/19 6:50,81,,,,TRUE,NaN,v.070919
LHT-1,7/26/19 6:50,81.2,,,,TRUE,NaN,v.070919
LHT-1,7/26/19 6:50,81.5,,,,TRUE,NaN,v.070919
KER-XD5N,7/26/19 6:51,57,,,,TRUE,NaN,v.070919
KER-XD5N,7/26/19 6:51,57,,,,TRUE,NaN,v.070919
KER-XD5N,7/26/19 6:51,57,,,,TRUE,NaN,v.070919
KHT-XD6N,7/26/19 6:54,139.5,,,,TRUE,NaN,v.070919
KHT-XD6N,7/26/19 6:54,139.5,,,,TRUE,NaN,v.070919
KHT-XD6N,7/26/19 6:54,139.5,,,,TRUE,NaN,v.070919
EER-1,7/26/19 7:20,113.2,,,,TRUE,NaN,v.070919
EER-1,7/26/19 7:20,113.4,,,,TRUE,NaN,v.070919
EER-1,7/26/19 7:20,113.5,,,,TRUE,NaN,v.070919
EFF-XA2N,7/26/19 7:30,67,,,,TRUE,NaN,v.070919
EFF-XA2N,7/26/19 7:30,67.2,,,,TRUE,NaN,v.070919
EFF-XA2N,7/26/19 7:30,67.4,,,,TRUE,NaN,v.070919
EFF-XA1N,7/26/19 7:32,141.5,,,,TRUE,NaN,v.070919
EFF-XA1N,7/26/19 7:32,141.6,,,,TRUE,NaN,v.070919
EFF-XA1N,7/26/19 7:32,142,,,,TRUE,NaN,v.070919
EWR-1,7/26/19 7:32,105,,,,TRUE,NaN,v.070919
EWR-1,7/26/19 7:32,104.8,,,,TRUE,NaN,v.070919
EWR-1,7/26/19 7:32,105.5,,,,TRUE,NaN,v.070919
EWF-XA2S,7/26/19 7:35,138.7,,,,TRUE,NaN,v.070919
EWF-XA2S,7/26/19 7:35,138.7,,,,TRUE,NaN,v.070919
EWF-XA2S,7/26/19 7:35,139,,,,TRUE,NaN,v.070919
EHF-XA3S,7/26/19 7:38,102.5,,,,TRUE,NaN,v.070919
EHF-XA3S,7/26/19 7:38,102.7,,,,TRUE,NaN,v.070919
EHF-XA3S,7/26/19 7:38,102.9,,,,TRUE,NaN,v.070919
EET-2,7/26/19 7:40,125.2,,,,TRUE,NaN,v.070919
